iteration	fitness_arr_avg	fitness_arr_max	fitness_arr_min	fitness_arr_stab_avg	fitness_arr_stab_max	fitness_arr_stab_min	fitness_arr_coll_avg	fitness_arr_coll_max	fitness_arr_coll_min	fitness_arr_powr_avg	fitness_arr_powr_max	fitness_arr_powr_min	fitness_arr_dist_avg	fitness_arr_dist_max	fitness_arr_dist_min	fitness_arr_slip_avg	fitness_arr_slip_max	fitness_arr_slip_min
0.000000	-1.094204	-1.058975	-1.162110	0.158410	0.173539	0.139709	0.761856	0.800716	0.723233	0.000000	0.000000	0.000000	0.119768	0.127292	0.114527	0.293705	0.334129	0.278043
1.000000	-0.696172	-0.221719	-1.137784	0.183750	0.314088	0.114997	0.499741	0.782816	0.212781	0.000000	0.000000	0.000000	0.253951	0.521141	0.082276	0.266632	0.346659	0.181981
2.000000	-0.214499	0.021873	-0.494843	0.196965	0.246251	0.122504	0.327285	0.542030	0.205595	0.000000	0.000000	0.000000	0.516195	0.599647	0.401935	0.206444	0.264916	0.161695
3.000000	-0.379721	-0.079313	-1.167195	0.227609	0.357863	0.152256	0.368610	0.746815	0.208696	0.000000	0.000000	0.000000	0.451209	0.576344	0.097628	0.234711	0.365752	0.156921
4.000000	-0.166854	0.015250	-0.406264	0.207551	0.316693	0.130811	0.277718	0.362663	0.202530	0.000000	0.000000	0.000000	0.524636	0.581575	0.379240	0.206220	0.267900	0.156921
5.000000	-0.157882	0.022334	-0.352737	0.235746	0.342528	0.120062	0.234373	0.305030	0.150220	0.000000	0.000000	0.000000	0.517189	0.578235	0.421656	0.204952	0.259547	0.156325
6.000000	-0.435044	-0.024880	-1.150246	0.308400	0.663533	0.127069	0.360519	0.723704	0.226244	0.000000	0.000000	0.000000	0.454340	0.582803	0.135721	0.220465	0.286396	0.177208
7.000000	-0.500812	-0.018718	-0.991698	0.368759	0.730055	0.140064	0.341207	0.565242	0.196565	0.000000	0.000000	0.000000	0.432677	0.567398	0.103644	0.223523	0.273866	0.175418
8.000000	-0.207638	0.030994	-0.628767	0.224734	0.441115	0.105529	0.272399	0.428514	0.173962	0.000000	0.000000	0.000000	0.505560	0.580449	0.388299	0.216065	0.289379	0.168854
9.000000	-0.293100	0.006997	-1.008681	0.196753	0.278305	0.119688	0.324612	0.617732	0.195865	0.000000	0.000000	0.000000	0.455816	0.582053	0.115437	0.227551	0.318616	0.165274
10.000000	-0.237947	-0.017721	-0.430649	0.274634	0.450759	0.197850	0.246186	0.373545	0.191862	0.000000	0.000000	0.000000	0.494314	0.584652	0.397074	0.211441	0.260740	0.181384
11.000000	-0.148677	0.060885	-0.342123	0.214721	0.344163	0.144407	0.257986	0.338457	0.186606	0.000000	0.000000	0.000000	0.533606	0.575669	0.432790	0.209576	0.269093	0.169451
12.000000	-0.172093	-0.010566	-0.471727	0.251426	0.389927	0.153169	0.201361	0.238369	0.169979	0.000000	0.000000	0.000000	0.497953	0.574530	0.336235	0.217258	0.293556	0.162888
13.000000	-0.072935	0.142850	-0.242629	0.197970	0.364180	0.133502	0.203619	0.262590	0.151304	0.000000	0.000000	0.000000	0.531144	0.614871	0.474594	0.202491	0.243437	0.178998
14.000000	-0.164659	0.090425	-0.384233	0.246938	0.362634	0.147361	0.192560	0.299411	0.107664	0.000000	0.000000	0.000000	0.497542	0.586253	0.381966	0.222703	0.284606	0.163484
15.000000	-0.393511	0.105605	-0.881827	0.314666	0.679496	0.113238	0.272239	0.494923	0.149252	0.000000	0.000000	0.000000	0.432505	0.591966	0.293936	0.239111	0.270286	0.186158
16.000000	-0.283486	-0.009073	-1.000114	0.228846	0.321070	0.159630	0.249378	0.547562	0.148148	0.000000	0.000000	0.000000	0.437055	0.577811	0.107296	0.242318	0.366348	0.190931
17.000000	-0.240577	-0.024512	-0.943621	0.234231	0.302022	0.165070	0.235229	0.479041	0.126937	0.000000	0.000000	0.000000	0.463892	0.559374	0.104361	0.235009	0.350239	0.189737
18.000000	-0.206396	0.042775	-0.553876	0.246207	0.309609	0.149106	0.216917	0.266360	0.139832	0.000000	0.000000	0.000000	0.479058	0.553002	0.286092	0.222330	0.285800	0.186158
19.000000	-0.257389	0.118942	-0.764584	0.226080	0.271400	0.157778	0.218581	0.351611	0.101686	0.000000	0.000000	0.000000	0.429739	0.595563	0.167513	0.242467	0.352625	0.186158
20.000000	-0.300311	-0.001000	-0.944297	0.317174	0.609918	0.177133	0.202093	0.302826	0.144118	0.000000	0.000000	0.000000	0.458589	0.567327	0.276323	0.239633	0.317422	0.183174
21.000000	-0.166760	0.036003	-0.446791	0.235019	0.311658	0.125386	0.192331	0.282803	0.144477	0.000000	0.000000	0.000000	0.482024	0.590894	0.366840	0.221435	0.279833	0.181384
22.000000	-0.148227	0.069544	-0.298296	0.241657	0.337878	0.102222	0.208150	0.241775	0.173765	0.000000	0.000000	0.000000	0.513841	0.598968	0.454289	0.212261	0.271480	0.178998
23.000000	-0.118530	0.051145	-0.289070	0.207375	0.301201	0.112323	0.260576	0.336996	0.183691	0.000000	0.000000	0.000000	0.550867	0.612310	0.490524	0.201447	0.242243	0.179594
24.000000	-0.153036	0.025792	-0.323827	0.215057	0.300054	0.139155	0.260524	0.355313	0.176202	0.000000	0.000000	0.000000	0.529958	0.590383	0.417908	0.207413	0.278043	0.154535
