sim_time	behavior_0leg_0	behavior_0leg_1	behavior_0leg_2	behavior_0leg_3	behavior_0leg_4	behavior_0leg_5	behavior_1leg_0	behavior_1leg_1	behavior_1leg_2	behavior_1leg_3	behavior_1leg_4	behavior_1leg_5	behavior_2leg_0	behavior_2leg_1	behavior_2leg_2	behavior_2leg_3	behavior_2leg_4	behavior_2leg_5	behavior_3leg_0	behavior_3leg_1	behavior_3leg_2	behavior_3leg_3	behavior_3leg_4	behavior_3leg_5	behavior_4leg_0	behavior_4leg_1	behavior_4leg_2	behavior_4leg_3	behavior_4leg_4	behavior_4leg_5	behavior_5leg_0	behavior_5leg_1	behavior_5leg_2	behavior_5leg_3	behavior_5leg_4	behavior_5leg_5	behavior_6leg_0	behavior_6leg_1	behavior_6leg_2	behavior_6leg_3	behavior_6leg_4	behavior_6leg_5	behavior_7leg_0	behavior_7leg_1	behavior_7leg_2	behavior_7leg_3	behavior_7leg_4	behavior_7leg_5	behavior_8leg_0	behavior_8leg_1	behavior_8leg_2	behavior_8leg_3	behavior_8leg_4	behavior_8leg_5	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.1837	0	0	0	0	0	0	0	0	0	0	0	0	0.00142923	0.00142923	0.00142923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.2004	0	0	0	0	0	0	0	0	0	0	0	0	0.00316071	0.00316071	0.00316071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.2171	0	0	0	0	0	0	0	0	0	0	0	0	0.00427879	0.00427879	0.00427879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.2338	0	0	0	0	0	0	0	0	0	0	0	0	0.00473662	0.00473662	0.00473662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.2505	0	0	0	0	0	0	0	0	0	0	0	0	0.00478014	0.00478014	0.00478014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.2672	0	0	0	0	0	0	0	0	0	0	0	0	0.0044837	0.0044837	0.0044837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.2839	0	0	0	0	0	0	0	0	0	0	0	0	0.00371006	0.00371006	0.00371006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.3006	0	0	0	0	0	0	0	0	0	0	0	0	0.00269948	0.00269948	0.00269948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.3173	0	0	0	0	0	0	0	0	0	0	0	0	0.00203144	0.00203144	0.00203144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.334	0	0	0	0	0	0	0	0	0	0	0	0	0.00152992	0.00152992	0.00152992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.3507	0	0	0	0	0	0	0	0	0	0	0	0	0.00118241	0.00118241	0.00118241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.3674	0	0	0	0	0	0	0	0	0	0	0	0	0.00103407	0.00103407	0.00103407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.3841	0	0	0	0	0	0	0	0	0	0	0	0	0.00114444	0.00114444	0.00114444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.4008	0	0	0	0	0	0	0	0	0	0	0	0	0.00146623	0.00146623	0.00146623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.4175	0	0	0	0	0	0	0	0	0	0	0	0	0.00184974	0.00184974	0.00184974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.4342	0	0	0	0	0	0	0	0	0	0	0	0	0.00226048	0.00226048	0.00226048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.4509	0	0	0	0	0	0	0	0	0	0	0	0	0.00269636	0.00269636	0.00269636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.4676	0	0	0	0	0	0	0	0	0	0	0	0	0.00319061	0.00319061	0.00319061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
0.4843	0	0	0	0	0	0	0	0	0	0	0	0	0.00369102	0.00369102	0.00369102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	
