iteration	J-0	J-1	J-2	J-3	J-4	J-5	J-6	J-7	J-8	J-9	J-10	J-11	J-12	J-13	J-14	J-15	J-16	J-17	Sensor
11	0.414646	1.8851	-0.490251	-0.403554	1.72727	-0.578968	0.414646	1.8851	-0.490251	-0.403554	1.72727	-0.578968	0.414646	1.8851	-0.490251	-0.403554	1.72727	-0.578968	0
12	0.409299	1.90207	-0.490485	-0.394412	1.72552	-0.575778	0.409299	1.90207	-0.490485	-0.394412	1.72552	-0.575778	0.409299	1.90207	-0.490485	-0.394412	1.72552	-0.575778	0
13	0.402516	1.9191	-0.491176	-0.384229	1.72498	-0.571881	0.402516	1.9191	-0.491176	-0.384229	1.72498	-0.571881	0.402516	1.9191	-0.491176	-0.384229	1.72498	-0.571881	0
14	0.394324	1.93599	-0.492288	-0.373132	1.72554	-0.567397	0.394324	1.93599	-0.492288	-0.373132	1.72554	-0.567397	0.394324	1.93599	-0.492288	-0.373132	1.72554	-0.567397	0
15	0.384766	1.95255	-0.493767	-0.361255	1.72708	-0.562443	0.384766	1.95255	-0.493767	-0.361255	1.72708	-0.562443	0.384766	1.95255	-0.493767	-0.361255	1.72708	-0.562443	0
16	0.373891	1.96862	-0.49555	-0.348735	1.72948	-0.557132	0.373891	1.96862	-0.49555	-0.348735	1.72948	-0.557132	0.373891	1.96862	-0.49555	-0.348735	1.72948	-0.557132	0
17	0.361759	1.98405	-0.497563	-0.335705	1.73261	-0.551569	0.361759	1.98405	-0.497563	-0.335705	1.73261	-0.551569	0.361759	1.98405	-0.497563	-0.335705	1.73261	-0.551569	0
18	0.348434	1.99873	-0.499728	-0.322292	1.73637	-0.545847	0.348434	1.99873	-0.499728	-0.322292	1.73637	-0.545847	0.348434	1.99873	-0.499728	-0.322292	1.73637	-0.545847	0
19	0.333983	2.0126	-0.501962	-0.308611	1.74062	-0.54005	0.333983	2.0126	-0.501962	-0.308611	1.74062	-0.54005	0.333983	2.0126	-0.501962	-0.308611	1.74062	-0.54005	0.000130415
20	0.318473	2.02554	-0.504214	-0.294782	1.74517	-0.534236	0.318473	2.02554	-0.504214	-0.294763	1.74527	-0.534244	0.318472	2.02559	-0.504182	-0.294763	1.74527	-0.534244	0.000130415
21	0.301966	2.03757	-0.506363	-0.280867	1.75001	-0.528467	0.301966	2.03757	-0.506363	-0.280832	1.75021	-0.528484	0.301969	2.03767	-0.506303	-0.280832	1.75021	-0.528484	0.000130415
22	0.284526	2.0487	-0.508328	-0.266934	1.75505	-0.522785	0.284526	2.0487	-0.508328	-0.266884	1.75534	-0.522812	0.284535	2.04883	-0.508243	-0.266884	1.75534	-0.522812	0.000130415
23	0.266212	2.0589	-0.510025	-0.25303	1.7602	-0.51722	0.266212	2.0589	-0.510025	-0.252968	1.76059	-0.517258	0.26623	2.05908	-0.50992	-0.252968	1.76059	-0.517258	0.000130415
24	0.247083	2.06819	-0.511377	-0.239186	1.76538	-0.511794	0.247083	2.06819	-0.511377	-0.239115	1.76586	-0.511843	0.247113	2.06841	-0.511255	-0.239115	1.76586	-0.511843	0.000130415
25	0.227195	2.07658	-0.512307	-0.225416	1.77052	-0.50652	0.227195	2.07658	-0.512307	-0.225337	1.77108	-0.506579	0.22724	2.07684	-0.512171	-0.225337	1.77108	-0.506579	0.000130415
26	0.206605	2.08408	-0.512742	-0.211715	1.77552	-0.501408	0.206605	2.08408	-0.512742	-0.211632	1.77617	-0.501477	0.206667	2.08437	-0.512596	-0.211632	1.77617	-0.501477	0.000130415
27	0.185372	2.0907	-0.512614	-0.198069	1.78033	-0.496464	0.185372	2.0907	-0.512614	-0.197985	1.78106	-0.496542	0.185455	2.09103	-0.512461	-0.197985	1.78106	-0.496542	0.000130415
28	0.163561	2.09645	-0.511864	-0.184448	1.78487	-0.491695	0.163561	2.09645	-0.511864	-0.184365	1.78568	-0.491782	0.163666	2.09682	-0.511706	-0.184365	1.78568	-0.491782	0.000130415
29	0.141241	2.10134	-0.510438	-0.170811	1.78908	-0.487114	0.141241	2.10134	-0.510438	-0.170733	1.78997	-0.487207	0.14137	2.10175	-0.510278	-0.170733	1.78997	-0.487207	0.000130415
30	0.11849	2.10538	-0.508296	-0.157112	1.79292	-0.482734	0.11849	2.10538	-0.508296	-0.157041	1.79389	-0.482833	0.118646	2.10582	-0.508135	-0.157041	1.79389	-0.482833	0.000130415
31	0.0953984	2.10857	-0.505411	-0.143296	1.79633	-0.478579	0.0953984	2.10857	-0.505411	-0.143237	1.79737	-0.47868	0.0955825	2.10906	-0.505252	-0.143237	1.79737	-0.47868	0.000130415
32	0.0720638	2.11093	-0.501773	-0.129308	1.79928	-0.474678	0.0720638	2.11093	-0.501773	-0.129264	1.8004	-0.47478	0.0722776	2.11147	-0.501617	-0.129264	1.8004	-0.47478	0.000130415
33	0.0485957	2.11249	-0.497392	-0.115091	1.80175	-0.471068	0.0485957	2.11249	-0.497392	-0.115064	1.80294	-0.471168	0.0488407	2.11307	-0.49724	-0.115064	1.80294	-0.471168	0.000130415
34	0.0251129	2.11327	-0.492299	-0.100589	1.80371	-0.467795	0.0251129	2.11327	-0.492299	-0.100583	1.80497	-0.467889	0.0253903	2.1139	-0.492151	-0.100583	1.80497	-0.467889	0.000130415
35	0.00174177	2.11331	-0.486549	-0.0857532	1.80517	-0.464908	0.00174177	2.11331	-0.486549	-0.0857716	1.8065	-0.464994	0.00205225	2.11399	-0.486405	-0.0857716	1.8065	-0.464994	0.000130415
36	-0.0213867	2.11263	-0.48022	-0.0705441	1.80612	-0.46246	-0.0213867	2.11263	-0.48022	-0.0705891	1.80752	-0.462534	-0.0210425	2.11336	-0.480079	-0.0705891	1.80752	-0.462534	0.000130415
37	-0.0441402	2.11129	-0.473414	-0.0549316	1.80657	-0.460506	-0.0441402	2.11129	-0.473414	-0.0550057	1.80804	-0.460564	-0.0437622	2.11207	-0.473275	-0.0550057	1.80804	-0.460564	0.000130415
38	-0.0663896	2.10933	-0.466256	-0.0389003	1.80654	-0.459095	-0.0663896	2.10933	-0.466256	-0.0390054	1.80807	-0.459133	-0.0659778	2.11015	-0.466119	-0.0390054	1.80807	-0.459133	0.000130415
39	-0.0880128	2.10678	-0.458889	-0.0224498	1.80603	-0.458271	-0.0880128	2.10678	-0.458889	-0.0225875	1.80763	-0.458286	-0.0875678	2.10766	-0.458751	-0.0225875	1.80763	-0.458286	0.000130415
40	-0.1089	2.10369	-0.451472	-0.00559652	1.80507	-0.458067	-0.1089	2.10369	-0.451472	-0.00576781	1.80673	-0.458054	-0.108422	2.10461	-0.451331	-0.00576781	1.80673	-0.458054	0.000130415
41	-0.128956	2.10008	-0.444172	0.0116264	1.80367	-0.4585	-0.128956	2.10008	-0.444172	0.0114209	1.80539	-0.458456	-0.128447	2.10105	-0.444027	0.0114209	1.80539	-0.458456	0.000130415
42	-0.148108	2.09597	-0.437162	0.0291699	1.80184	-0.459573	-0.148108	2.09597	-0.437162	0.0289301	1.80361	-0.459496	-0.147569	2.09699	-0.437011	0.0289301	1.80361	-0.459496	0.000130415
43	-0.166301	2.09139	-0.430613	0.0469706	1.7996	-0.461271	-0.166301	2.09139	-0.430613	0.0466971	1.80143	-0.461157	-0.165734	2.09244	-0.430452	0.0466971	1.80143	-0.461157	0.000130415
44	-0.183507	2.08632	-0.424685	0.0649539	1.79696	-0.463559	-0.183507	2.08632	-0.424685	0.0646476	1.79885	-0.463406	-0.182913	2.08742	-0.424513	0.0646476	1.79885	-0.463406	0.000130415
45	-0.19972	2.08078	-0.419527	0.0830373	1.79395	-0.466386	-0.19972	2.08078	-0.419527	0.0826996	1.79589	-0.466192	-0.199103	2.08191	-0.419343	0.0826996	1.79589	-0.466192	0.000130415
46	-0.214959	2.07474	-0.415269	0.101134	1.79059	-0.469685	-0.214959	2.07474	-0.415269	0.100767	1.79258	-0.469448	-0.214319	2.0759	-0.415071	0.100767	1.79258	-0.469448	0.000130415
47	-0.229261	2.0682	-0.41202	0.119157	1.78692	-0.473375	-0.229261	2.0682	-0.41202	0.118762	1.78895	-0.473094	-0.228601	2.0694	-0.411806	0.118762	1.78895	-0.473094	0.000130415
48	-0.242684	2.06115	-0.409864	0.137024	1.78297	-0.477367	-0.242684	2.06115	-0.409864	0.136604	1.78504	-0.477042	-0.242006	2.06238	-0.409634	0.136604	1.78504	-0.477042	0.000130415
49	-0.255299	2.05359	-0.408859	0.154658	1.77879	-0.481565	-0.255299	2.05359	-0.408859	0.154216	1.78091	-0.481196	-0.254606	2.05484	-0.408613	0.154216	1.78091	-0.481196	0.000130415
50	-0.267187	2.0455	-0.409041	0.171994	1.77445	-0.48587	-0.267187	2.0455	-0.409041	0.171532	1.77661	-0.485457	-0.266481	2.04677	-0.408779	0.171532	1.77661	-0.485457	0.000130415
51	-0.278437	2.03689	-0.41042	0.188975	1.77003	-0.490184	-0.278437	2.03689	-0.41042	0.188496	1.77222	-0.489727	-0.277721	2.03818	-0.410142	0.188496	1.77222	-0.489727	0.000130415
52	-0.28914	2.02776	-0.412985	0.205557	1.76558	-0.494411	-0.28914	2.02776	-0.412985	0.205063	1.76781	-0.493911	-0.288414	2.02907	-0.412693	0.205063	1.76781	-0.493911	0.000130415
53	-0.299382	2.01812	-0.416704	0.221708	1.76121	-0.498461	-0.299382	2.01812	-0.416704	0.221203	1.76347	-0.497921	-0.29865	2.01945	-0.416398	0.221203	1.76347	-0.497921	0.000130415
54	-0.309248	2.00798	-0.421528	0.237405	1.757	-0.502253	-0.309248	2.00798	-0.421528	0.23689	1.75929	-0.501673	-0.30851	2.00933	-0.421211	0.23689	1.75929	-0.501673	0.000130415
55	-0.318809	1.99736	-0.427393	0.252633	1.75304	-0.505713	-0.318809	1.99736	-0.427393	0.252111	1.75535	-0.505094	-0.318068	1.99872	-0.427067	0.252111	1.75535	-0.505094	0.000130415
56	-0.328128	1.98626	-0.43422	0.267383	1.74941	-0.508775	-0.328128	1.98626	-0.43422	0.266856	1.75175	-0.50812	-0.327385	1.98764	-0.433886	0.266856	1.75175	-0.50812	0.000130415
57	-0.337253	1.9747	-0.441918	0.28165	1.74622	-0.511384	-0.337253	1.9747	-0.441918	0.281119	1.74858	-0.510695	-0.336509	1.97609	-0.441579	0.281119	1.74858	-0.510695	0.000130415
58	-0.346215	1.96269	-0.450384	0.295428	1.74355	-0.513497	-0.346215	1.96269	-0.450384	0.294896	1.74592	-0.512776	-0.345473	1.9641	-0.450042	0.294896	1.74592	-0.512776	0.000130415
59	-0.35503	1.95024	-0.459506	0.30871	1.74148	-0.51508	-0.35503	1.95024	-0.459506	0.308178	1.74386	-0.514329	-0.35429	1.95166	-0.459164	0.308178	1.74386	-0.514329	0.000130415
60	-0.363693	1.93736	-0.469162	0.321484	1.74012	-0.516114	-0.363693	1.93736	-0.469162	0.320954	1.7425	-0.515335	-0.362956	1.93881	-0.468822	0.320954	1.7425	-0.515335	0.000130415
61	-0.372184	1.92408	-0.479221	0.333734	1.73953	-0.516589	-0.372184	1.92408	-0.479221	0.333207	1.74192	-0.515785	-0.371452	1.92555	-0.478886	0.333207	1.74192	-0.515785	0.000130415
62	-0.380462	1.91043	-0.489542	0.345433	1.73982	-0.516514	-0.380462	1.91043	-0.489542	0.34491	1.7422	-0.515686	-0.379735	1.91193	-0.489214	0.34491	1.7422	-0.515686	2.67342e-05
63	-0.388441	1.89652	-0.499969	0.356527	1.74115	-0.515876	-0.388441	1.89652	-0.499969	0.356029	1.74344	-0.515059	-0.387748	1.89799	-0.499663	0.356029	1.74344	-0.515059	-0.000110284
64	-0.396041	1.88243	-0.510348	0.366968	1.74364	-0.5147	-0.396041	1.88243	-0.510348	0.36652	1.74571	-0.51394	-0.395417	1.88379	-0.510079	0.36652	1.74571	-0.51394	-0.000284232
65	-0.403167	1.86825	-0.520524	0.376699	1.74738	-0.513028	-0.403167	1.86825	-0.520524	0.37633	1.7491	-0.51238	-0.402652	1.86941	-0.520309	0.37633	1.7491	-0.51238	-0.000496347
66	-0.409711	1.85413	-0.530342	0.385654	1.75248	-0.510912	-0.409711	1.85413	-0.530342	0.385397	1.75368	-0.510445	-0.409351	1.85497	-0.530198	0.385397	1.75368	-0.510445	0.0162985
67	-0.419718	1.83012	-0.541234	0.396714	1.74512	-0.513972	-0.419718	1.83012	-0.541234	0.39365	1.75952	-0.508215	-0.415401	1.84058	-0.539595	0.39365	1.75952	-0.508215	0.0583964
68	-0.438673	1.78106	-0.554782	0.413696	1.70676	-0.530428	-0.438673	1.78106	-0.554782	0.401013	1.76666	-0.505778	-0.420686	1.82639	-0.548353	0.401013	1.76666	-0.505778	0.106501
69	-0.466778	1.70307	-0.570203	0.436542	1.63679	-0.561868	-0.466778	1.70307	-0.570203	0.407406	1.77515	-0.503235	-0.425087	1.81256	-0.556338	0.407406	1.77515	-0.503235	0.147639
70	-0.501144	1.60018	-0.585609	0.462926	1.5452	-0.605408	-0.501144	1.60018	-0.585609	0.412745	1.78497	-0.500686	-0.428486	1.79926	-0.563431	0.412745	1.78497	-0.500686	0.137454
71	-0.529332	1.50466	-0.596685	0.483975	1.47343	-0.643597	-0.529332	1.50466	-0.596685	0.416951	1.79612	-0.498236	-0.430775	1.78667	-0.569529	0.416951	1.79612	-0.498236	0.123455
72	-0.550845	1.41923	-0.603538	0.499267	1.42295	-0.675282	-0.550845	1.41923	-0.603538	0.419944	1.80853	-0.495983	-0.431858	1.77495	-0.574555	0.419944	1.80853	-0.495983	0.107359
73	-0.565678	1.34564	-0.606529	0.508762	1.39331	-0.699989	-0.565678	1.34564	-0.606529	0.421655	1.8221	-0.494015	-0.431656	1.76426	-0.578453	0.421655	1.8221	-0.494015	0.0921872
74	-0.574509	1.28368	-0.606237	0.512917	1.38172	-0.718307	-0.574509	1.28368	-0.606237	0.422022	1.83672	-0.492408	-0.430112	1.75473	-0.581197	0.422022	1.83672	-0.492408	0.076966
75	-0.57779	1.2338	-0.603195	0.512079	1.38596	-0.730531	-0.57779	1.2338	-0.603195	0.420997	1.85222	-0.491223	-0.427195	1.74647	-0.582788	0.420997	1.85222	-0.491223	0.0605953
76	-0.575746	1.19717	-0.597921	0.506526	1.40445	-0.736642	-0.575746	1.19717	-0.597921	0.418544	1.86841	-0.490497	-0.422898	1.73956	-0.583252	0.418544	1.86841	-0.490497	0.047788
77	-0.56952	1.17154	-0.591015	0.497116	1.43278	-0.738143	-0.56952	1.17154	-0.591015	0.414646	1.8851	-0.490251	-0.417244	1.73402	-0.582641	0.414646	1.8851	-0.490251	0.041027
78	-0.560604	1.15278	-0.58295	0.484842	1.46574	-0.737206	-0.560604	1.15278	-0.58295	0.409299	1.90207	-0.490485	-0.410284	1.72986	-0.581031	0.409299	1.90207	-0.490485	0.0358305
79	-0.549511	1.13981	-0.574015	0.470097	1.50131	-0.734465	-0.549511	1.13981	-0.574015	0.402516	1.9191	-0.491176	-0.402092	1.72704	-0.578515	0.402516	1.9191	-0.491176	0.0326682
80	-0.536795	1.13111	-0.564441	0.453263	1.53751	-0.730635	-0.536795	1.13111	-0.564441	0.394324	1.93599	-0.492288	-0.392765	1.7255	-0.575197	0.394324	1.93599	-0.492288	0.0306948
81	-0.522813	1.12573	-0.554407	0.4346	1.57308	-0.72611	-0.522813	1.12573	-0.554407	0.384766	1.95255	-0.493767	-0.382419	1.72514	-0.571193	0.384766	1.95255	-0.493767	0.0298774
82	-0.507888	1.12264	-0.544054	0.414322	1.60701	-0.721224	-0.507888	1.12264	-0.544054	0.373891	1.96862	-0.49555	-0.371181	1.72587	-0.566622	0.373891	1.96862	-0.49555	0.0293559
83	-0.49217	1.12148	-0.533518	0.392562	1.63883	-0.716028	-0.49217	1.12148	-0.533518	0.361759	1.98405	-0.497563	-0.359187	1.72756	-0.5616	0.361759	1.98405	-0.497563	0.0295807
84	-0.475871	1.12148	-0.522898	0.369455	1.66799	-0.710678	-0.475871	1.12148	-0.522898	0.348434	1.99873	-0.499728	-0.346572	1.7301	-0.556239	0.348434	1.99873	-0.499728	0.0297585
85	-0.459052	1.12248	-0.512309	0.345084	1.69441	-0.705093	-0.459052	1.12248	-0.512309	0.333983	2.0126	-0.501962	-0.333469	1.73334	-0.550644	0.333983	2.0126	-0.501962	0.030318
86	-0.441829	1.12399	-0.501835	0.319535	1.71786	-0.699307	-0.441829	1.12399	-0.501835	0.318472	2.02559	-0.504182	-0.320003	1.73719	-0.544904	0.318472	2.02559	-0.504182	0.0309353
87	-0.424248	1.12577	-0.491564	0.29287	1.7383	-0.693259	-0.424248	1.12577	-0.491564	0.301969	2.03767	-0.506303	-0.306288	1.74151	-0.539101	0.301969	2.03767	-0.506303	0.0316267
88	-0.406339	1.12757	-0.481573	0.265142	1.75573	-0.686898	-0.406339	1.12757	-0.481573	0.284535	2.04883	-0.508243	-0.29242	1.74621	-0.533299	0.284535	2.04883	-0.508243	0.0319484
89	-0.388052	1.12951	-0.471965	0.236413	1.77035	-0.68008	-0.388052	1.12951	-0.471965	0.26623	2.05908	-0.50992	-0.278482	1.75119	-0.527552	0.26623	2.05908	-0.50992	0.0326086
90	-0.369426	1.13115	-0.46279	0.206723	1.78208	-0.672835	-0.369426	1.13115	-0.46279	0.247113	2.06841	-0.511255	-0.264536	1.75634	-0.521897	0.247113	2.06841	-0.511255	0.033192
91	-0.35042	1.13241	-0.454123	0.17612	1.79104	-0.665103	-0.35042	1.13241	-0.454123	0.22724	2.07684	-0.512171	-0.250629	1.7616	-0.516365	0.22724	2.07684	-0.512171	0.0334571
92	-0.330952	1.1334	-0.446058	0.144676	1.79742	-0.656799	-0.330952	1.1334	-0.446058	0.206667	2.08437	-0.512596	-0.236787	1.76686	-0.510974	0.206667	2.08437	-0.512596	0.0339334
93	-0.310999	1.13381	-0.438651	0.112437	1.80124	-0.647957	-0.310999	1.13381	-0.438651	0.185455	2.09103	-0.512461	-0.223022	1.77206	-0.505736	0.185455	2.09103	-0.512461	0.0339846
94	-0.290455	1.13389	-0.43201	0.0795143	1.80277	-0.638517	-0.290455	1.13389	-0.43201	0.163666	2.09682	-0.511706	-0.209328	1.77712	-0.500661	0.163666	2.09682	-0.511706	0.034151
95	-0.269275	1.13343	-0.426205	0.0459882	1.80207	-0.628538	-0.269275	1.13343	-0.426205	0.14137	2.10175	-0.510278	-0.195686	1.78196	-0.495754	0.14137	2.10175	-0.510278	0.034431
96	-0.247408	1.13226	-0.42131	0.0119495	1.79924	-0.618091	-0.247408	1.13226	-0.42131	0.118646	2.10582	-0.508135	-0.182066	1.78653	-0.491024	0.118646	2.10582	-0.508135	0.0342749
97	-0.224763	1.13067	-0.417451	-0.0224187	1.79457	-0.607195	-0.224763	1.13067	-0.417451	0.0955825	2.10906	-0.505252	-0.168427	1.79076	-0.486481	0.0955825	2.10906	-0.505252	0.0340467
98	-0.201296	1.12868	-0.414725	-0.0569507	1.78827	-0.595953	-0.201296	1.12868	-0.414725	0.0722776	2.11147	-0.501617	-0.154719	1.7946	-0.482142	0.0722776	2.11147	-0.501617	0.0338066
99	-0.176985	1.12626	-0.413224	-0.09147	1.78053	-0.584497	-0.176985	1.12626	-0.413224	0.0488407	2.11307	-0.49724	-0.14089	1.79801	-0.47803	0.0488407	2.11307	-0.49724	0.0336656
100	-0.151824	1.12332	-0.41303	-0.125803	1.77151	-0.572988	-0.151824	1.12332	-0.41303	0.0253903	2.1139	-0.492151	-0.126881	1.80095	-0.474175	0.0253903	2.1139	-0.492151	0.0335131
101	-0.125825	1.11987	-0.41423	-0.159747	1.76144	-0.561588	-0.125825	1.11987	-0.41423	0.00205225	2.11399	-0.486405	-0.112636	1.8034	-0.470615	0.00205225	2.11399	-0.486405	0.0331514
102	-0.0990166	1.11611	-0.416916	-0.193045	1.75064	-0.550455	-0.0990166	1.11611	-0.416916	-0.0210425	2.11336	-0.480079	-0.0981017	1.80535	-0.467397	-0.0210425	2.11336	-0.480079	0.032743
103	-0.0714683	1.11212	-0.421147	-0.225468	1.73936	-0.539769	-0.0714683	1.11212	-0.421147	-0.0437622	2.11207	-0.473275	-0.0832292	1.80679	-0.464571	-0.0437622	2.11207	-0.473275	0.0324507
104	-0.0432715	1.10786	-0.426955	-0.256827	1.72779	-0.529723	-0.0432715	1.10786	-0.426955	-0.0659778	2.11015	-0.466119	-0.0679799	1.80772	-0.46219	-0.0659778	2.11015	-0.466119	0.0317707
105	-0.0145603	1.1037	-0.434368	-0.286825	1.71634	-0.52046	-0.0145603	1.1037	-0.434368	-0.0875678	2.10766	-0.458751	-0.052326	1.80815	-0.460307	-0.0875678	2.10766	-0.458751	0.0312051
106	0.0145138	1.09961	-0.443355	-0.315303	1.70515	-0.512148	0.0145138	1.09961	-0.443355	-0.108422	2.10461	-0.451331	-0.0362541	1.8081	-0.458972	-0.108422	2.10461	-0.451331	0.0305835
107	0.0437723	1.0957	-0.453856	-0.342087	1.69443	-0.504917	0.0437723	1.0957	-0.453856	-0.128447	2.10105	-0.444027	-0.0197662	1.80758	-0.458227	-0.128447	2.10105	-0.444027	0.0295661
108	0.0729855	1.09237	-0.465771	-0.366944	1.68451	-0.498843	0.0729855	1.09237	-0.465771	-0.147569	2.09699	-0.437011	-0.00288097	1.8066	-0.458101	-0.147569	2.09699	-0.437011	0.0286934
109	0.101951	1.08953	-0.478954	-0.389822	1.67541	-0.494008	0.101951	1.08953	-0.478954	-0.165734	2.09244	-0.430452	0.0143661	1.80519	-0.458611	-0.165734	2.09244	-0.430452	0.027785
110	0.130451	1.08725	-0.493226	-0.410667	1.6672	-0.490445	0.130451	1.08725	-0.493226	-0.182913	2.08742	-0.424513	0.0319239	1.80334	-0.459757	-0.182913	2.08742	-0.424513	0.0269486
111	0.158288	1.08551	-0.508385	-0.429495	1.65985	-0.488162	0.158288	1.08551	-0.508385	-0.199103	2.08191	-0.419343	0.0497275	1.80109	-0.461519	-0.199103	2.08191	-0.419343	0.0258468
112	0.18523	1.08456	-0.524184	-0.446266	1.65345	-0.487104	0.18523	1.08456	-0.524184	-0.214319	2.0759	-0.415071	0.0677012	1.79844	-0.463863	-0.214319	2.0759	-0.415071	0.0252976
113	0.21119	1.08393	-0.540422	-0.461221	1.64763	-0.487264	0.21119	1.08393	-0.540422	-0.228601	2.0694	-0.411806	0.0857619	1.79542	-0.466733	-0.228601	2.0694	-0.411806	0.0243278
114	0.235961	1.08403	-0.55682	-0.474341	1.64251	-0.488523	0.235961	1.08403	-0.55682	-0.242006	2.06238	-0.409634	0.103823	1.79205	-0.47006	-0.242006	2.06238	-0.409634	0.0233125
115	0.259418	1.08491	-0.573121	-0.485745	1.63799	-0.49078	0.259418	1.08491	-0.573121	-0.254606	2.05484	-0.408613	0.121798	1.78837	-0.473764	-0.254606	2.05484	-0.408613	0.0227315
116	0.281562	1.08621	-0.589146	-0.495717	1.63367	-0.493974	0.281562	1.08621	-0.589146	-0.266481	2.04677	-0.408779	0.139606	1.78442	-0.477753	-0.266481	2.04677	-0.408779	0.0221319
117	0.302347	1.08799	-0.604683	-0.504411	1.62944	-0.497997	0.302347	1.08799	-0.604683	-0.277721	2.03818	-0.410142	0.157173	1.78026	-0.481931	-0.277721	2.03818	-0.410142	0.0218001
118	0.321817	1.09005	-0.619593	-0.512069	1.62499	-0.502769	0.321817	1.09005	-0.619593	-0.288414	2.02907	-0.412693	0.174432	1.77594	-0.486199	-0.288414	2.02907	-0.412693	0.0217259
119	0.34004	1.09222	-0.63377	-0.518921	1.62006	-0.508217	0.34004	1.09222	-0.63377	-0.29865	2.01945	-0.416398	0.191332	1.77154	-0.49046	-0.29865	2.01945	-0.416398	0.0216599
120	0.357059	1.0946	-0.64709	-0.52511	1.61451	-0.514238	0.357059	1.0946	-0.64709	-0.30851	2.00933	-0.421211	0.207829	1.76714	-0.494621	-0.30851	2.00933	-0.421211	0.0219224
121	0.372996	1.09699	-0.659526	-0.530855	1.60808	-0.520775	0.372996	1.09699	-0.659526	-0.318068	1.99872	-0.427067	0.223893	1.76281	-0.498592	-0.318068	1.99872	-0.427067	0.0221438
122	0.387909	1.09955	-0.670995	-0.536244	1.60068	-0.527723	0.387909	1.09955	-0.670995	-0.327385	1.98764	-0.433886	0.239503	1.75867	-0.502292	-0.327385	1.98764	-0.433886	0.0225772
123	0.401909	1.10223	-0.681491	-0.541417	1.59211	-0.53501	0.401909	1.10223	-0.681491	-0.336509	1.97609	-0.441579	0.254644	1.75478	-0.50565	-0.336509	1.97609	-0.441579	0.0229641
124	0.415055	1.10524	-0.690966	-0.546411	1.58236	-0.542529	0.415055	1.10524	-0.690966	-0.345473	1.9641	-0.450042	0.269308	1.75124	-0.508603	-0.345473	1.9641	-0.450042	0.0239179
125	0.427525	1.10821	-0.699549	-0.551416	1.57104	-0.550251	0.427525	1.10821	-0.699549	-0.35429	1.95166	-0.459164	0.283489	1.74815	-0.511097	-0.35429	1.95166	-0.459164	0.0243258
126	0.439256	1.11186	-0.707082	-0.556272	1.55844	-0.557992	0.439256	1.11186	-0.707082	-0.362956	1.93881	-0.468822	0.297183	1.74558	-0.513089	-0.362956	1.93881	-0.468822	0.0254295
127	0.450429	1.11574	-0.713763	-0.561154	1.54416	-0.565728	0.450429	1.11574	-0.713763	-0.371452	1.92555	-0.478886	0.31038	1.74364	-0.514551	-0.371452	1.92555	-0.478886	0.0261238
128	0.460979	1.12043	-0.719486	-0.565898	1.52842	-0.573282	0.460979	1.12043	-0.719486	-0.379735	1.91193	-0.489214	0.323069	1.74241	-0.515462	-0.379735	1.91193	-0.489214	0.0269292
